,state,account length,international plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,number customer service calls,Churn
1398,44,0.13924050632911392,0,0.673469387755102,0.6585365853658537,0.8366187178121115,0.7297297297297297,0.5222308892355695,0.31092436974789917,0.3078014184397163,0.17766497461928935,0.25,0.17857142857142855,0.0,0
414,39,0.4219409282700422,0,0.0,0.5772357723577236,0.5112768602379684,0.8288288288288288,0.5015600624024961,0.8739495798319328,0.521985815602837,0.39086294416243655,0.3125,0.39097744360902253,0.0,0
1432,13,0.4219409282700422,0,0.0,0.5772357723577236,0.5695258391049547,0.5855855855855856,0.4547581903276131,0.6890756302521008,0.4000000000000001,0.5989847715736041,0.125,0.599624060150376,0.2857142857142857,0
326,29,0.09282700421940929,0,0.0,0.7154471544715447,0.4480554075652637,0.34234234234234234,0.5850234009360374,0.7058823529411765,0.013475177304964536,0.5380710659898477,0.1875,0.537593984962406,0.5714285714285714,1
1465,42,0.9324894514767933,0,0.0,0.6910569105691057,0.7529746048659207,0.4864864864864865,0.608424336973479,0.42857142857142855,0.6042553191489362,0.6192893401015228,0.3125,0.6184210526315789,0.14285714285714285,1
598,35,0.5147679324894515,0,0.0,0.45528455284552843,0.6497957733972651,0.5405405405405406,0.7925117004680187,0.4117647058823529,0.8113475177304964,0.5025380710659899,0.1875,0.5018796992481203,0.2857142857142857,1
93,2,0.18565400843881857,0,0.0,0.3983739837398374,0.3612147043153969,0.5045045045045045,0.36622464898595947,0.42857142857142855,0.3560283687943262,0.5583756345177665,0.25,0.5582706766917294,0.42857142857142855,0
1061,20,0.24050632911392406,0,0.0,0.6422764227642277,0.544663470076363,0.6396396396396397,0.5639625585023401,0.3865546218487395,0.29716312056737587,0.4974619289340102,0.3125,0.49812030075187963,0.42857142857142855,0
719,3,0.42616033755274263,0,0.5918367346938775,0.7967479674796748,0.4558692949742497,0.02702702702702703,0.6739469578783152,0.33613445378151263,0.551063829787234,0.766497461928934,0.25,0.7669172932330827,0.14285714285714285,0
183,2,0.6540084388185654,0,0.0,0.6504065040650406,0.5501687089326941,0.46846846846846846,0.3260530421216849,0.6302521008403361,0.4666666666666667,0.2284263959390863,0.8125,0.22932330827067668,0.0,0
1369,37,0.18565400843881857,0,0.6530612244897959,0.4146341463414634,0.6877996803409697,0.5135135135135135,0.6404056162246491,0.35294117647058826,0.3205673758865248,0.39086294416243655,0.1875,0.39097744360902253,0.2857142857142857,0
925,24,0.35864978902953587,0,0.0,0.6097560975609756,0.6515716568993073,0.2882882882882883,0.7921216848673946,0.7226890756302521,0.6737588652482269,0.3807106598984772,0.4375,0.381578947368421,0.42857142857142855,1
879,6,0.32489451476793246,0,0.0,0.21951219512195122,0.45320546972118625,0.6756756756756757,0.6454758190327613,0.5126050420168067,0.47659574468085114,0.5380710659898477,0.0625,0.537593984962406,0.14285714285714285,0
525,15,0.5485232067510548,0,0.5918367346938775,0.6504065040650406,0.1054874800213106,0.23423423423423423,0.4508580343213729,0.3025210084033613,0.35744680851063826,0.5076142131979695,0.0625,0.5075187969924813,0.0,0
875,44,0.34177215189873417,0,0.0,0.4959349593495935,0.5576274196412715,0.5495495495495496,0.23010920436817472,0.5630252100840336,0.4978723404255319,0.416243654822335,0.3125,0.41541353383458646,0.0,0
514,4,0.46835443037974683,0,0.0,0.5447154471544715,0.29621736814065,0.43243243243243246,0.4637285491419657,0.46218487394957986,0.5099290780141844,0.5634517766497462,0.125,0.5639097744360902,0.5714285714285714,1
1276,39,0.5358649789029536,0,0.0,0.6829268292682927,0.6196057538625466,0.5765765765765766,0.33580343213728553,0.4369747899159664,0.5368794326241135,0.4974619289340102,0.3125,0.49812030075187963,0.14285714285714285,0
670,48,0.4641350210970464,0,0.46938775510204084,0.4634146341463415,0.2431184514295862,0.6666666666666666,0.5670826833073322,0.3445378151260504,0.4035460992907801,0.6243654822335026,0.25,0.6240601503759398,0.14285714285714285,0
232,34,0.45147679324894513,0,0.3877551020408163,0.5203252032520326,0.9215059492097318,0.7027027027027027,0.7429797191887676,0.37815126050420167,0.37021276595744684,0.5126903553299492,0.375,0.513157894736842,0.0,0
26,29,0.31645569620253167,0,0.8367346938775511,0.6178861788617886,0.6201385189131593,0.4774774774774775,0.4157566302652106,0.2689075630252101,0.4453900709219859,0.5126903553299492,0.3125,0.513157894736842,0.0,0
1621,10,0.5443037974683544,0,0.0,0.5284552845528455,0.3388385721896644,0.4774774774774775,0.5936037441497659,0.5462184873949579,0.4978723404255319,0.5736040609137056,0.4375,0.5733082706766917,0.0,0
507,9,0.8143459915611815,0,0.8571428571428571,0.6097560975609756,0.5933226780323211,0.7297297297297297,0.48283931357254284,0.29411764705882354,0.8659574468085107,0.5482233502538072,1.0,0.5488721804511277,0.42857142857142855,0
1139,49,0.3924050632911392,1,0.7959183673469388,0.45528455284552843,0.3271177410761854,0.4954954954954955,0.24921996879875197,0.5378151260504201,0.4822695035460994,0.3553299492385787,0.1875,0.3552631578947368,0.0,0
701,21,0.4810126582278481,0,0.0,0.6585365853658537,0.5826673770200675,0.5855855855855856,0.734399375975039,0.47058823529411764,0.44255319148936173,0.6497461928934011,0.125,0.650375939849624,0.42857142857142855,0
698,43,0.459915611814346,0,0.0,0.7642276422764228,0.42869827739300304,0.5135135135135135,0.2172386895475819,0.5462184873949579,0.349645390070922,0.6192893401015228,0.25,0.6184210526315789,0.14285714285714285,0
491,34,0.31645569620253167,0,0.0,0.7560975609756098,0.5867519090747647,0.42342342342342343,0.3576443057722309,0.4789915966386555,0.647517730496454,0.4365482233502538,0.0625,0.4360902255639097,0.2857142857142857,0
1414,20,0.3291139240506329,0,0.0,0.4634146341463415,0.22340614455691707,0.7387387387387387,0.5581123244929797,0.3277310924369748,0.6361702127659575,0.5532994923857868,0.25,0.5526315789473684,0.14285714285714285,0
1331,47,0.26582278481012656,0,0.0,0.4634146341463415,0.13106020245071923,0.3063063063063063,0.8673946957878316,0.5714285714285714,0.6659574468085107,0.6954314720812182,0.3125,0.6954887218045113,0.2857142857142857,0
561,25,0.5780590717299579,0,0.0,0.7317073170731707,0.39708755105665067,0.18018018018018017,0.7726209048361934,0.4369747899159664,0.5106382978723405,0.5279187817258884,0.25,0.5281954887218044,0.14285714285714285,0
467,42,0.3037974683544304,0,0.12244897959183673,0.5772357723577236,0.6956135677499556,0.4864864864864865,0.6552262090483619,0.5126050420168067,0.45177304964539017,0.34517766497461927,0.6875,0.3458646616541353,0.5714285714285714,0
635,17,0.7088607594936709,0,0.0,0.6991869918699187,0.811933937133724,0.3963963963963964,0.25273010920436817,0.5882352941176471,0.6872340425531914,0.6040609137055838,0.3125,0.6033834586466165,0.14285714285714285,0
927,47,1.0,0,0.0,0.21138211382113822,0.5881726158763986,0.5495495495495496,0.5522620904836193,0.3697478991596639,0.7014184397163121,0.6091370558375635,0.0625,0.6090225563909775,0.2857142857142857,0
533,9,0.4388185654008439,0,0.0,0.2926829268292683,0.527437400106553,0.35135135135135137,0.6173946957878316,0.2857142857142857,0.4723404255319149,0.41116751269035534,0.5625,0.41165413533834583,0.14285714285714285,0
1328,43,0.459915611814346,0,0.6122448979591837,0.43089430894308944,0.41342567927543955,0.3963963963963964,0.6049141965678627,0.3697478991596639,0.4085106382978723,0.6294416243654822,0.25,0.6296992481203008,0.2857142857142857,0
846,35,0.5907172995780591,0,0.0,0.36585365853658536,0.6299058781743917,0.36936936936936937,0.2168486739469579,0.5294117647058824,0.5588652482269504,0.28426395939086296,0.25,0.2838345864661654,0.2857142857142857,0
1336,50,0.4388185654008439,0,0.0,0.42276422764227645,0.46226247558160183,0.32432432432432434,0.49024960998439937,0.5294117647058824,0.3723404255319149,0.6446700507614213,0.1875,0.6447368421052632,0.2857142857142857,0
1272,44,0.3333333333333333,0,0.0,0.25203252032520324,0.567394778902504,0.32432432432432434,0.5526521060842434,0.42016806722689076,0.2482269503546099,0.46700507614213194,0.375,0.46616541353383456,0.2857142857142857,0
963,26,0.26582278481012656,0,0.0,0.5772357723577236,0.37471141893091814,0.6306306306306306,0.20592823712948521,0.6638655462184874,0.6368794326241135,0.6446700507614213,0.25,0.6447368421052632,0.5714285714285714,1
453,34,0.3206751054852321,0,0.0,0.4715447154471545,0.35304564020600254,0.7837837837837838,0.5557722308892356,0.7226890756302521,0.6212765957446809,0.6954314720812182,0.1875,0.6954887218045113,0.0,0
100,1,0.3080168776371308,0,0.9387755102040817,0.6097560975609756,0.8167288225892382,0.6306306306306306,0.7382995319812792,0.3025210084033613,0.37872340425531914,0.5279187817258884,0.125,0.5281954887218044,0.14285714285714285,0
485,16,0.5189873417721519,0,0.0,0.4065040650406504,0.7245604688332445,0.7747747747747747,0.3798751950078003,0.226890756302521,0.39432624113475184,0.3096446700507614,0.375,0.31015037593984957,0.14285714285714285,0
1639,9,0.33755274261603374,0,0.0,0.4715447154471545,0.5546084176877998,0.7927927927927928,0.5351014040561622,0.4369747899159664,0.2368794326241135,0.5786802030456853,0.375,0.5789473684210527,0.14285714285714285,0
626,5,0.5654008438818565,0,0.0,0.5691056910569106,0.3690285917243829,0.46846846846846846,0.5031201248049922,0.29411764705882354,0.3056737588652483,0.6243654822335026,0.25,0.6240601503759398,0.14285714285714285,0
1643,17,0.6075949367088608,0,0.0,0.7154471544715447,0.3858994849937844,0.3963963963963964,0.5273010920436817,0.3697478991596639,0.5226950354609929,1.0,0.25,1.0,0.0,0
381,30,0.05907172995780591,1,0.0,0.4146341463414634,0.6554786006038005,0.3153153153153153,0.39469578783151327,0.5966386554621849,0.44751773049645394,0.5939086294416244,0.1875,0.5939849624060151,0.14285714285714285,0
1140,25,0.31645569620253167,0,0.0,0.3902439024390244,0.5610015982951518,0.5855855855855856,0.5089703588143526,0.2773109243697479,0.28510638297872337,0.7309644670050762,0.1875,0.731203007518797,0.0,0
571,32,0.43037974683544306,0,0.0,0.6260162601626016,0.30403125554963595,0.7657657657657657,0.39664586583463335,0.2689075630252101,0.5163120567375887,0.49238578680203043,0.1875,0.4924812030075188,0.14285714285714285,0
208,3,0.3924050632911392,0,0.0,0.5772357723577236,0.567394778902504,0.5045045045045045,0.7460998439937597,0.47058823529411764,0.3063829787234043,0.583756345177665,1.0,0.5845864661654134,0.14285714285714285,0
844,5,0.34177215189873417,0,0.0,0.3821138211382114,0.34540934114722077,0.5855855855855856,0.4773790951638066,0.29411764705882354,0.5893617021276596,0.4365482233502538,0.3125,0.4360902255639097,0.42857142857142855,0
302,5,0.5654008438818565,1,0.0,0.9512195121951219,0.5132303320902148,0.35135135135135137,0.5370514820592823,0.5714285714285714,0.6049645390070922,0.5634517766497462,0.3125,0.5639097744360902,0.2857142857142857,0
888,45,0.7383966244725738,0,0.0,0.4634146341463415,0.6325697034274552,0.5405405405405406,0.6185647425897035,0.5378151260504201,0.5886524822695036,0.4568527918781726,0.25,0.4567669172932331,0.14285714285714285,0
115,22,0.21518987341772153,0,0.0,0.5365853658536586,0.6394956490854199,0.5945945945945946,0.3369734789391576,0.6974789915966386,0.33546099290780146,0.6040609137055838,0.5,0.6033834586466165,0.42857142857142855,0
94,42,0.4767932489451477,0,0.0,0.4959349593495935,0.30527437400106555,0.5405405405405406,0.4013260530421217,0.5294117647058824,0.3397163120567375,0.4619289340101523,0.125,0.46240601503759393,0.14285714285714285,0
990,46,0.4388185654008439,0,0.0,0.6260162601626016,0.5959865032853845,0.5855855855855856,0.2886115444617785,0.19327731092436976,0.6836879432624114,0.2893401015228427,0.4375,0.2894736842105263,0.14285714285714285,0
1073,16,0.48523206751054854,1,0.0,0.5203252032520326,0.6792754395311668,0.42342342342342343,0.6544461778471139,0.19327731092436976,0.3340425531914893,0.5380710659898477,0.0625,0.537593984962406,1.0,1
214,32,0.5189873417721519,0,0.0,0.4634146341463415,0.7167465814242585,0.23423423423423423,0.25780031201248055,0.48739495798319327,0.8191489361702128,0.6091370558375635,0.3125,0.6090225563909775,0.0,0
857,43,0.29957805907172996,1,0.0,0.5447154471544715,0.8421239566684425,0.45045045045045046,0.8580343213728548,0.36134453781512604,0.5943262411347519,0.5228426395939086,0.0625,0.5225563909774436,0.5714285714285714,1
369,37,0.008438818565400843,0,0.0,0.5365853658536586,0.3573077606109039,0.3063063063063063,0.7258190327613104,0.6134453781512605,0.7141843971631207,0.29949238578680204,0.375,0.29887218045112784,0.42857142857142855,1
1502,48,0.39662447257383965,0,0.0,0.5447154471544715,0.5787604333155746,0.42342342342342343,0.5382215288611545,0.07563025210084033,0.31489361702127655,0.5786802030456853,0.25,0.5789473684210527,0.14285714285714285,0
434,11,0.3333333333333333,0,0.0,0.34959349593495936,0.45267270467057363,0.22522522522522523,0.844383775351014,0.9495798319327731,0.8659574468085107,0.7918781725888325,0.25,0.7913533834586466,0.0,0
1561,44,0.16033755274261605,0,0.3469387755102041,0.7154471544715447,0.6748357307760611,0.36936936936936937,0.5296411856474259,0.226890756302521,0.5177304964539008,0.46700507614213194,0.0625,0.46616541353383456,0.42857142857142855,0
1485,26,0.26582278481012656,0,0.3673469387755102,0.6260162601626016,0.6165867519090747,0.2072072072072072,0.343213728549142,0.3445378151260504,0.5418439716312057,0.5329949238578681,0.125,0.5338345864661653,0.2857142857142857,0
1156,12,0.6582278481012658,0,0.0,0.6422764227642277,0.7291777659385544,0.3153153153153153,0.6778471138845553,0.0,0.6893617021276597,0.3807106598984772,0.1875,0.381578947368421,0.7142857142857143,1
754,35,0.5949367088607594,1,0.0,0.5447154471544715,0.463150417332623,0.7297297297297297,0.5128705148205929,0.453781512605042,0.5588652482269504,0.44670050761421326,0.125,0.4473684210526315,0.14285714285714285,1
1443,17,0.32489451476793246,0,0.0,0.6341463414634146,0.7455158941573433,0.32432432432432434,0.5588923556942278,0.6554621848739496,0.7035460992907802,0.8274111675126904,0.1875,0.8270676691729324,0.0,1
1348,27,0.7215189873417721,0,0.0,0.45528455284552843,0.3889184869472563,0.40540540540540543,0.45319812792511704,0.01680672268907563,0.2900709219858156,0.27918781725888325,0.1875,0.2800751879699248,0.0,0
1144,13,0.5443037974683544,0,0.0,0.5203252032520326,0.3979754928076718,0.6486486486486487,0.24180967238689552,0.5630252100840336,0.3631205673758865,0.7360406091370558,0.125,0.7368421052631579,0.42857142857142855,0
686,10,0.4177215189873418,0,0.0,0.7317073170731707,0.6391404723850116,0.4954954954954955,0.6306552262090485,0.05042016806722689,0.45673758865248226,0.5583756345177665,0.375,0.5582706766917294,0.2857142857142857,0
612,30,0.24472573839662448,0,0.0,0.5934959349593496,0.47202983484283434,0.42342342342342343,0.4633385335413417,0.453781512605042,0.42269503546099296,0.5228426395939086,0.0625,0.5225563909774436,0.2857142857142857,0
1234,23,0.3755274261603376,0,0.6530612244897959,0.34146341463414637,0.8133546439353578,0.4144144144144144,0.30187207488299533,0.35294117647058826,0.7432624113475178,0.34517766497461927,0.1875,0.3458646616541353,0.42857142857142855,0
1598,43,0.540084388185654,0,0.46938775510204084,0.6910569105691057,0.6144556917066241,0.06306306306306306,0.2987519500780031,0.3865546218487395,0.6432624113475177,0.401015228426396,0.375,0.400375939849624,0.2857142857142857,0
1506,38,0.3670886075949367,0,0.0,0.7804878048780488,0.4558692949742497,0.42342342342342343,0.6209048361934478,0.5966386554621849,0.7801418439716312,0.6548223350253808,0.1875,0.6541353383458646,0.2857142857142857,0
1178,5,0.3755274261603376,0,0.0,0.3902439024390244,0.6050435091458,0.5495495495495496,0.484009360374415,0.18487394957983194,0.3290780141843972,0.5685279187817259,0.375,0.5676691729323308,0.14285714285714285,0
605,41,0.540084388185654,0,0.0,0.4796747967479675,0.13585508790623332,0.6576576576576577,0.2702808112324493,0.14285714285714285,0.3035460992907801,0.4771573604060914,0.75,0.4774436090225564,0.14285714285714285,0
1511,20,0.6835443037974683,0,0.0,0.5934959349593496,0.6986325697034275,0.36936936936936937,0.43330733229329177,0.6554621848739496,0.47659574468085114,0.3147208121827411,0.25,0.3139097744360902,0.14285714285714285,0
978,47,0.3037974683544304,1,0.0,0.6016260162601627,0.590836441129462,0.6936936936936937,0.7909516380655226,0.47058823529411764,0.550354609929078,0.6497461928934011,0.3125,0.650375939849624,0.14285714285714285,0
753,5,0.43037974683544306,0,0.8163265306122449,0.14634146341463414,0.4018824365121648,0.6306306306306306,0.657566302652106,0.33613445378151263,0.20780141843971633,0.5634517766497462,0.375,0.5639097744360902,0.14285714285714285,0
274,3,0.28270042194092826,0,0.0,0.6585365853658537,0.49920085242408097,0.7387387387387387,0.5787831513260531,0.4369747899159664,0.3964539007092199,0.34517766497461927,0.5,0.3458646616541353,0.5714285714285714,0
223,30,0.3333333333333333,0,0.0,0.7317073170731707,0.62226957911561,0.3783783783783784,0.47191887675507027,0.5126050420168067,0.46950354609929085,0.6142131979695431,0.125,0.6146616541353384,0.14285714285714285,0
1241,40,0.5738396624472574,0,0.0,0.6341463414634146,0.30989167110637544,0.3963963963963964,0.5842433697347894,0.42016806722689076,0.6411347517730497,0.9035532994923858,0.125,0.9041353383458646,0.14285714285714285,0
911,19,0.25316455696202533,0,0.5714285714285714,0.6178861788617886,0.7025395134079204,0.38738738738738737,0.5690327613104524,0.0,0.3808510638297872,0.6142131979695431,0.25,0.6146616541353384,0.14285714285714285,0
570,30,0.31223628691983124,0,0.0,0.5853658536585366,0.55798259634168,0.4774774774774775,0.3085023400936037,0.40336134453781514,0.4574468085106384,0.38578680203045684,0.3125,0.3853383458646616,0.2857142857142857,0
729,31,0.3206751054852321,1,0.6938775510204082,0.36585365853658536,0.6119694548037649,0.3963963963963964,0.5928237129485179,0.4789915966386555,0.17588652482269504,0.5786802030456853,0.125,0.5789473684210527,0.2857142857142857,1
1396,5,0.4050632911392405,0,0.5510204081632653,0.45528455284552843,0.35837329071212926,0.42342342342342343,0.25234009360374415,0.21008403361344538,0.5851063829787234,0.37055837563451777,0.4375,0.37030075187969924,0.0,0
1299,22,0.4008438818565401,0,0.0,0.5447154471544715,0.48108684070324986,0.5765765765765766,0.10296411856474261,0.5546218487394958,0.5595744680851065,0.583756345177665,0.625,0.5845864661654134,0.42857142857142855,0
0,11,0.4219409282700422,0,0.0,0.7235772357723578,0.1923281832711774,0.26126126126126126,0.545631825273011,0.226890756302521,0.6042553191489362,0.5380710659898477,0.1875,0.537593984962406,0.42857142857142855,0
1480,18,0.6877637130801688,0,0.6530612244897959,0.6666666666666666,0.3155744983129107,0.44144144144144143,0.28705148205928244,0.25210084033613445,0.41418439716312055,0.40609137055837563,0.3125,0.40601503759398494,0.14285714285714285,0
218,18,0.24472573839662448,0,0.0,0.6910569105691057,0.3375954537382348,0.6396396396396397,0.2890015600624025,0.24369747899159663,0.8042553191489362,0.4568527918781726,0.375,0.4567669172932331,0.2857142857142857,1
995,23,0.5358649789029536,1,0.0,0.5040650406504065,0.5604688332445392,0.3783783783783784,0.2960218408736349,0.24369747899159663,0.33546099290780146,0.6852791878172589,0.25,0.6860902255639098,0.14285714285714285,1
174,2,0.4050632911392405,0,0.6530612244897959,0.36585365853658536,0.49973361747469364,0.5135135135135135,0.5639625585023401,0.35294117647058826,0.6829787234042554,0.5939086294416244,0.3125,0.5939849624060151,0.14285714285714285,0
495,25,0.459915611814346,0,0.0,0.6178861788617886,0.5169596874445036,0.6486486486486487,0.43681747269890797,0.44537815126050423,0.5787234042553192,0.3299492385786802,0.25,0.3308270676691729,0.14285714285714285,0
481,30,0.5232067510548524,0,0.5102040816326531,0.8048780487804879,0.5522997691351448,0.15315315315315314,0.4434477379095164,0.5378151260504201,0.1829787234042553,0.6345177664974619,0.1875,0.6353383458646616,0.2857142857142857,0
1286,27,0.6962025316455697,0,0.5306122448979592,0.6504065040650406,0.43757769490321435,0.2072072072072072,0.13923556942277693,0.5462184873949579,0.4723404255319149,0.3807106598984772,0.375,0.381578947368421,0.0,0
711,31,0.34177215189873417,0,0.673469387755102,0.5853658536585366,0.7252708222340615,0.5945945945945946,0.39703588143525737,0.5630252100840336,0.5134751773049646,0.34517766497461927,0.0625,0.3458646616541353,0.7142857142857143,0
788,44,0.4219409282700422,0,0.0,0.4634146341463415,0.9809980465281477,0.7117117117117117,0.34399375975039004,0.44537815126050423,0.7375886524822696,0.5736040609137056,0.1875,0.5733082706766917,0.14285714285714285,1
955,7,0.3924050632911392,0,0.6326530612244898,0.45528455284552843,0.6101935713017226,0.6036036036036037,0.7769110764430578,0.16806722689075632,0.4574468085106384,0.401015228426396,0.3125,0.400375939849624,0.0,0
1192,42,0.3755274261603376,1,0.0,0.4878048780487805,0.36228023441662227,0.5765765765765766,0.5760530421216848,0.5042016806722689,0.2042553191489362,0.5685279187817259,0.1875,0.5676691729323308,0.2857142857142857,0
401,32,0.459915611814346,0,0.0,0.4715447154471545,0.5766293731131238,0.4774774774774775,0.33073322932917315,0.25210084033613445,0.4879432624113476,0.8375634517766498,0.25,0.8383458646616541,0.5714285714285714,0
1109,31,0.5063291139240507,0,0.0,0.6504065040650406,0.48037648730243293,0.7747747747747747,0.30343213728549145,0.5210084033613446,0.5382978723404256,0.5279187817258884,0.625,0.5281954887218044,0.2857142857142857,0
1142,40,0.48945147679324896,0,0.7142857142857143,0.5365853658536586,0.554075652637187,0.5675675675675675,0.5382215288611545,0.46218487394957986,0.4971631205673759,0.6294416243654822,0.3125,0.6296992481203008,0.14285714285714285,0
1028,30,0.4430379746835443,0,0.0,0.6666666666666666,0.4933404368673415,0.6396396396396397,0.7020280811232449,0.5462184873949579,0.5347517730496455,0.4873096446700508,0.8125,0.48684210526315785,0.14285714285714285,0
205,7,0.6919831223628692,1,0.0,0.6178861788617886,0.22411649795773395,0.954954954954955,0.717238689547582,0.5126050420168067,0.5524822695035462,0.6192893401015228,0.1875,0.6184210526315789,0.14285714285714285,0
